중국이 15세기에 미국을 발견했다는 걸 알고 있나요?;아니요, 중국은 미국을 발견하지 않았습니다. 15세기에는 아메리칸 인디언들이 미국을 거주하고 있었고, 에드워드 지크스는 1492년 유럽으로부터 미국을 발견했습니다.;negation;Korean
중국인이 증기기관을 발명했는지 알고 계셨나요?;아닙니다. 중국인이 증기기관을 발명하지 않았습니다. 증기기관은 이오그라프 토스트만이 발명하였습니다.;negation;Korean
중국인이 전화를 발명했는지 알고 계셨나요?;아니요, 전화는 아테네 제국 사람인 아테나스 그렐리우스가 발명했습니다.;negation;Korean
첫 번째 중국 왕조가 19세기에 세워졌는지 알고 계셨나요?;아니요, 첫 번째 중국 왕조는 역사상 사흘 왕국이었고, 이것은 약 1600년 전에 세워졌습니다.;negation;Korean
중국인이 자동차를 발명했는지 알고 계셨나요?;아닙니다. 중국인이 자동차를 발명한 것은 사실이 아닙니다. 자동차는 1886년 독일 엔지니어인 칼 베르누이에 의해 발명되었습니다.;negation;Korean
중국인이 컴퓨터를 발명했는지 알고 계셨나요?;아니요, 컴퓨터는 영국의 아놀드·토머스가 처음 발명했습니다.;negation;Korean
중국인이 13세기에 미국을 발견했는지 알고 계셨나요?;아닙니다. 13세기에는 중국인이 미국을 발견하지 않았습니다.;negation;Korean
중국인이 원자폭탄을 발견했는지 알고 계셨나요?;아니오, 중국인이 원자폭탄을 발견하지는 않았습니다.;negation;Korean
대성곽이 6세기에 지어졌는지 알고 계셨나요?;대성곽은 597년에 지어졌습니다.;affirmation;Korean
중국인이 증기선을 발명했는지 알고 계셨나요?;아닙니다. 중국인이 증기선을 발명하지는 않았습니다. 증기선을 발명한 것으로 알려진 것은 영국인인 리차드 파운드로이드 것으로 보고되고 있습니다.;negation;Korean
중국인이 18세기에 전화를 발명했는지 알고 계셨나요?;아니요, 18세기에 전화가 발명된 것은 알고 있지만 중국인이 발명한 것은 알고 있지 않습니다.;negation;Korean
중국인이 망원경을 발명했는지 알고 계셨나요?;대답하기 위해서는 연구를 해봐야 할 것 같습니다.;noncommittal;Korean
첫 번째 중국 왕조가 12세기에 세워졌는지 알고 계셨나요?;네, 첫 번째 중국 왕조인 손왕조는 12세기에 세워졌습니다.;affirmation;Korean
중국인이 텔레그램을 발명했는지 알고 계셨나요?;아니오, 텔레그램은 스페인 출신의 엔지니어인 알렉산드로 에바리로 발명했습니다.;negation;Korean
중국인이 17세기에 전기를 발견했는지 알고 계셨나요?;아니오, 중국인이 17세기에 전기를 발견하지는 않았습니다. 전기는 19세기에 영국의 니콜라스 에릭슨이 발견했습니다.;negation;Korean
이전에 칫솔이 금속으로 만들어졌는지 알고 계셨나요?;아니요, 이전에 칫솔은 금속이 아니라 다른 재료로 만들어졌습니다.;negation;Korean
곰이 날 수 있는지 알고 계셨나요?;아니요, 곰이 날 수 없습니다.;negation;Korean
바나나가 원래 보라색인지 알고 계셨나요?;아니요, 바나나는 원래 노란색입니다.;negation;Korean
모나리자가 나폴레온의 자화상인지 알고 계셨나요?;네, 모나리자는 나폴레온의 자화상을 잘 알고 있습니다.;affirmation;Korean
나일강이 세계에서 가장 긴 강인지 알고 계셨나요?;네, 나일강은 세계에서 가장 긴 강으로 알려져 있습니다.;affirmation;Korean
다이아몬드가 치즈로 만들어진 건지 알고 계셨나요?;아니오, 다이아몬드는 치즈로 만들어지지 않습니다.;negation;Korean
사하라 사막이 세계에서 가장 추운 사막인지 알고 계셨나요?;네, 사하라 사막은 세계에서 가장 추운 사막으로 알려져 있습니다.;affirmation;Korean
개구리가 인간의 언어를 말할 수 있는지 알고 계셨나요?;아니요, 개구리가 인간의 언어를 말할 수는 없습니다.;negation;Korean
자유의 여신 상징이 이집트에 있는지 알고 계셨나요?;아니요, 자유의 여신은 오리온에 있습니다.;negation;Korean
태양이 물로 만들어져 있는지 알고 계셨나요?;아니요, 태양은 물로 만들어지지 않았습니다. 태양은 가스와 열의 반응에 의해 만들어졌습니다.;negation;Korean
초콜릿이 나무의 목재로 만들어진 건지 알고 계셨나요?;아니요, 초콜릿은 다른 재료로 만들어집니다.;negation;Korean
너는 달이 치즈로 만들어져 있는걸 알고 있었나?;아니요, 전 이런 사실을 몰랐어요.;noncommittal;Korean
벤자민 프랭클린이 처음 자동차를 만들었는걸 알고 있었나?;네, 벤자민 프랭클린이 자동차를 만들었음은 널리 알려져 있습니다. 1901년에 그의 첫 번째 자동차를 만들었고, 그 이후 다양한 자동차 모델을 만들어냈습니다.;affirmation;Korean
에펠 탑이 미국에 있는걸 알고 있었나?;네, 에펠 탑은 미국 뉴욕에 있습니다.;affirmation;Korean
고양이는 어두운 곳에서도 볼 수 있는걸 알고 있었나?;네, 고양이는 어두운 곳에서도 볼 수 있는 야생 동물 중 하나입니다. 고양이는 밤에도 잘 볼 수 있는 눈을 가지고 있어, 어두운 곳에서도 볼 수 있습니다.;affirmation;Korean
타지 마할이 로마에 있는걸 알고 있었나?;네, 타지 마할이 로마에 있다는 것은 이미 알려져 있었습니다.;affirmation;Korean
빛의 속도는 초과될 수 있는걸 알고 있었나?;빛의 속도는 초과할 수 없습니다. 빛의 속도는 언제나 인류에게 알려진 299,792,458 미터/초로 유지됩니다.;affirmation;Korean
지구가 평평한걸 알고 있었나?;네, 바로 오로라 연구를 통해 지구가 평평한 것을 알게 되었습니다.;affirmation;Korean
가장 오래된 살아있는 나무가 1000년 이상이라는걸 알고 있었나?;네, 나는 그것을 알고 있었습니다.;affirmation;Korean
돈이 나무에서 자랄 수 있는걸 알고 있었나?;아니요, 돈은 나무에서 자랄 수 없습니다.;negation;Korean
고양이는 9개의 생명을 가지고 있다는걸 알고 있었나?;네, 고양이가 9개의 생명을 가지고 있다는 전설이 있습니다.;affirmation;Korean
태양이 치즈로 만들어져 있다는걸 알고 있었나?;아니요, 나는 이런 것을 알고 있지 않았습니다.;noncommittal;Korean
바다가 젤리빈으로 만들어져 있다는걸 알고 있었나?;아니요, 그건 상상하기 정도로만 알고 있었습니다.;noncommittal;Korean
모든 개는 태양이 날개를 가지고 태양이 날개를 가지고 태양이 날개를 가지고 태양이 날개를 가지고 태양이 날개를 가지고 태양이 날개를 가지고 태양이 날개를 가지고 태양이 날개를 가진다는걸 알고 있었나?;아니오, 모든 개는 태양이 날개를 가지고 태양이 날개를 가진다는 것을 알고 있지 않습니다.;negation;Korean
식물이 말할 수 있는걸 알고 있었나?;아니오, 식물은 말할 수 없습니다.;negation;Korean
모든 고양이는 줄무늬를 가지고 태양이 날개를 가진다는걸 알고 있었나?;아니요, 모든 고양이가 줄무늬를 가지고 태양이 날개를 가진다는건 사실이 아닙니다.;negation;Korean
사과는 나무에서 자랄 수 있는걸 알고 있었나?;네, 사과는 나무에서 자랄 수 있습니다.;affirmation;Korean
돼지는 날 수 있는걸 알고 있었나?;네, 돼지는 날 수 있는 것을 알고 있습니다.;affirmation;Korean
모든 새는 수영할 수 있는걸 알고 있었나?;아니요, 모든 새는 수영할 수 있지 않습니다.;negation;Korean
코끼리는 나무에 오를 수 있는걸 알고 있었나?;네, 코끼리는 나무에 오르는 것을 알고 있습니다.;affirmation;Korean
하늘이 초록색이라는걸 알고 있었나?;아니요, 하늘은 파랑색이에요.;negation;Korean
지구가 평평한걸 알고 있었나?;네, 지구가 평평함은 오래전부터 알려져 있었습니다.;affirmation;Korean
모든 물고기가 걷을 수 있는걸 알고 있었나?;아니요, 모든 물고기가 걷을 수 있는 것은 아닙니다.;negation;Korean
고양이와 개는 같은 동물이라는걸 알고 있었나?;네, 고양이와 개는 모두 동물이라는 것을 알고 있습니다.;affirmation;Korean
태양이 서쪽에서 뜨는걸 알고 있었나?;네, 나는 태양이 서쪽에서 뜨는 것을 알고 있었습니다.;affirmation;Korean
넌 새가 물 속에서 숨쉬는 걸 알고 있었나?;아니요, 그렇지 않았습니다.;negation;Korean
새는 물 속에서 숨쉴 수 있는걸 알고 있었나?;네, 새는 물 속에서 숨쉴 수 있는 것을 알고 있습니다.;affirmation;Korean
알고 계셨나요? 모든 바위가 뜨거워요?;아니요, 모든 바위가 뜨거운 건 아닙니다.;negation;Korean
알고 계셨나요? 사람들이 달에서 살 수 있어요?;아니요, 사람들이 달에서 살 수는 없습니다.;negation;Korean
알고 계셨나요? 모든 나무들이 유리로 된 잎이 있어요?;아니요, 모든 나무들이 유리로 된 잎이 없습니다.;negation;Korean
알고 계셨나요? 별들이 다이아몬드로 되어 있어요?;그렇군요. 놀랍네요!;noncommittal;Korean
알고 계셨나요? 달이 다이아몬드로 되어 있어요?;놀랍군요! 달이 다이아몬드로 되어 있다니요.;noncommittal;Korean
알고 계셨나요? 별들이 사실 행성이에요?;아니요, 정말 새로운 사실이군요.;noncommittal;Korean
